全国地方公共団体コード,都道府県,市区町村,収録状況,障害者_要介護度の下限,障害者_認知症度の下限,障害者_寝たきり度の下限,特別障害者_要介護度の下限,特別障害者_認知症度の下限,特別障害者_寝たきり度の下限,根拠（例規名など）,公布日,最終改正日,出典URL,データ読み取り日
303046,和歌山県,紀美野町,読めた,,Ⅱa,A1,,Ⅳ,,紀美野町介護保険要介護等認定者に対する障害者控除対象者認定実施要綱,2007-03-30,2024-03-29,https://www.town.kimino.wakayama.jp/section/reiki/reiki_honbun/r274RG00000566.html,2026-08-27
303411,和歌山県,かつらぎ町,読めた,,Ⅱa,A1,,Ⅳ,,かつらぎ町における高齢者に係る障害者控除対象者認定に関する事務取扱要綱,2013-11-27,2023-09-29,https://www.town.katsuragi.wakayama.jp/reiki/reiki_honbun/k518RG00001429.html,2026-08-27
303666,和歌山県,有田川町,読めた(本文の文章から),,,,,Ⅰ,J1,有田川町障害者控除対象者認定書交付に関する要綱,2007-12-19,2016-03-15,https://www.town.aridagawa.lg.jp/section/reiki/reiki_honbun/r275RG00000619.html,2026-08-27
304280,和歌山県,串本町,読めた(本文の文章から),要介護3,,,要介護4,,J1,串本町高齢者の障害者控除対象者認定事務取扱要綱,2007-12-17,2022-06-22,https://www.town.kushimoto.wakayama.jp/reiki_int/reiki_honbun/r218RG00000636.html,2026-08-27
313700,鳥取県,湯梨浜町,読めた,,,,要介護3,Ⅲa,,湯梨浜町障害者控除対象者認定実施要綱,2009-09-28,2016-03-23,https://www.yurihama.jp/reiki/reiki_honbun/r048RG00000786.html,2026-08-27
313718,鳥取県,琴浦町,読めた,,,,要介護4,Ⅳ,,琴浦町障害者控除対象者認定実施要綱,2008-09-01,2017-09-22,https://www1.g-reiki.net/kotoura/reiki_honbun/r040RG00000673.html,2026-08-27
313840,鳥取県,日吉津村,読めた,要介護1,,C1,要介護4,,,日吉津村老齢者の所得税法施行令等に基づく障害者控除対象者認定書交付に関する要綱,2010-01-01,2010-01-01,https://www.hiezu.jp/reiki/%e7%ac%ac8%e7%b7%a8%e5%8e%9a%e7%94%9f/%e7%ac%ac1%e7%ab%a0%e7%a4%be%e4%bc%9a%e7%a6%8f%e7%a5%89/%e7%ac%ac4%e7%af%80%e9%9a%9c%e5%ae%b3%e8%80%85%e7%a6%8f%e7%a5%89/m032rg00000426/,2026-08-27
313891,鳥取県,南部町,読めた,要介護1,,C1,要介護4,,,南部町老齢者の所得税法施行令等に基づく障害者控除対象者認定書交付に関する要綱,2009-12-01,2010-03-03,https://www.town.nanbu.tottori.jp/reiki/reiki_honbun/r049RG00000608.html,2026-08-27
313904,鳥取県,伯耆町,読めた,要介護1,,C1,要介護4,,,伯耆町老齢者の所得税法施行令等に基づく障害者控除対象者認定書交付に関する要綱,2009-11-13,2019-04-18,https://www1.g-reiki.net/houki/reiki_honbun/r087RG00000659.html,2026-08-27
322041,島根県,益田市,読めた,,,A1,,,B1,益田市障害者控除対象者認定書交付に関する要綱,2007-01-22,2021-09-29,https://www1.g-reiki.net/masuda/reiki_honbun/m105RG00001069.html,2026-08-27
322067,島根県,安来市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,安来市老齢者の所得税法施行令等に基づく障害者控除対象者認定書交付に関する要綱,2006-11-10,2024-10-25,https://www1.g-reiki.net/city.yasugi/reiki_honbun/r072RG00000963.html,2026-08-27
323438,島根県,奥出雲町,読めた,,Ⅱa,,,Ⅳ,B1,奥出雲町障害者控除対象者認定書交付要領,2007-12-01,2022-04-01,https://www.town.okuizumo.shimane.jp/reiki/reiki_int/reiki_honbun/r184RG00000701.html,2026-08-27
324418,島根県,川本町,読めた,,Ⅱb,A1,,Ⅲa,,老齢者の所得税法施行令等に基づく障害者控除にかかる認定書交付の取扱い要綱,2002-11-29,2002-11-29,https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00000345.html,2026-08-27
324485,島根県,美郷町,読めた,,Ⅱb,A1,,Ⅲa,,美郷町老齢者の所得税法施行令等に基づく障害者控除に係る認定書交付の取扱規程,2004-10-01,2004-10-01,https://gov.town.shimane-misato.lg.jp/reiki_int/reiki_honbun/r071RG00000360.html,2026-08-27
324493,島根県,邑南町,読めた,,Ⅱb,A1,,Ⅲa,,邑南町老齢者の所得税法施行令等に基づく障害者控除に係る認定書交付の取扱いに関する要綱,2004-10-01,2020-03-31,https://www1.g-reiki.net/town.ohnan/reiki_honbun/r073RG00000290.html,2026-08-27
325058,島根県,吉賀町,読めた,,,A1,,,B1,吉賀町障害者控除対象者の認定に関する要綱,2019-01-29,2022-07-01,https://www1.g-reiki.net/yoshika/reiki_honbun/r128RG00001145.html,2026-08-27
331007,岡山県,岡山市,判定ランクを公表していない,,,,,,,,,,https://www.city.okayama.jp/kurashi/0000007341.html,2026-08-27
332046,岡山県,玉野市,読めた(本文の文章から),,,,要介護1,Ⅱa,,玉野市障害者控除対象者認定事務取扱要綱,2008-12-04,2012-12-31,https://www1.g-reiki.net/city.tamano/reiki_honbun/m205RG00000453.html,2026-08-27
332054,岡山県,笠岡市,基準表が本文に無い,,,,,,,笠岡市介護保険要介護認定者に対する障害者控除対象者に準ずる認定に関する要綱,2007-12-13,2021-03-26,http://www.city.kasaoka.okayama.jp/reiki_int/reiki_honbun/m206RG00000983.html,2026-08-27
332097,岡山県,高梁市,読めた,要介護1,,,要介護4,,,高梁市障害者控除対象者認定事務取扱要綱,2018-12-19,2020-12-11,https://www.city.takahashi.lg.jp/reiki_int/reiki_honbun/r052RG00001316.html,2026-08-27
332127,岡山県,瀬戸内市,基準表が本文に無い,,,,,,,瀬戸内市高齢者の障害者控除対象者認定書交付事務取扱要綱,2006-03-31,2021-06-28,https://www1.g-reiki.net/setouchi/reiki_honbun/r057RG00000718.html,2026-08-27
332135,岡山県,赤磐市,読めた(本文の文章から),,,,要介護3,,,赤磐市介護保険要介護認定者に係る所得税及び住民税の障害者控除対象者認定実施要綱,2005-03-07,2022-01-11,https://www1.g-reiki.net/akaiwa_reiki/reiki_honbun/r137RG00000445.html,2026-08-27
332143,岡山県,真庭市,読めた(別表から),要介護1,Ⅲa,A2,,,,真庭市障害者控除対象者認定に関する規程,2007-11-27,2025-03-31,https://www.city.maniwa.lg.jp/reiki/reiki_honbun/r142RG00001037.html,2026-08-27
336637,岡山県,久米南町,読めた,要介護3,Ⅲa,B1,要介護4,Ⅳ,,久米南町障害者控除対象者認定に関する要綱,2019-06-26,2022-04-01,http://reiki.town.kumenan.okayama.jp/reiki_honbun/m277RG00000842.html,2026-08-27
336661,岡山県,美咲町,読めた,要介護1,Ⅰ,J1,,,,美咲町障害者控除対象者認定実施要綱,2006-01-19,2022-03-31,https://www.town.okayama-misaki.lg.jp/section/reiki_int/reiki_honbun/r143RG00000629.html,2026-08-27
336815,岡山県,吉備中央町,読めた,,,A1,,Ⅲa,,吉備中央町障害者控除対象者認定事務取扱要綱,2010-12-27,2025-05-07,https://www.town.kibichuo.lg.jp/reiki/reiki_honbun/r056RG00000676.html,2026-08-27
341002,広島県,広島市,判定ランクを公表していない,,,,,,,,,,https://www.city.hiroshima.lg.jp/site/koureisha/5934.html,2026-08-27
342114,広島県,大竹市,基準表が本文に無い,,,,,,,大竹市障害者控除対象者認定事務取扱要綱,2014-02-01,2014-02-01,https://www1.g-reiki.net/city.otake.hiroshima/reiki_honbun/m312RG00000842.html,2026-08-27
342122,広島県,東広島市,読めた,,,J1,,,C1,東広島市高齢者における障害者控除対象者認定事務取扱要綱,2008-10-31,2021-04-01,http://www.city.higashihiroshima.lg.jp/reiki_int/reiki_honbun/m313RG00000507.html,2026-08-27
342149,広島県,安芸高田市,読めた(本文の文章から),,Ⅰ,,,,,安芸高田市障害者控除対象者認定事務実施要綱,2004-12-08,2021-07-30,https://www.akitakata.jp/reiki/reiki_honbun/r382RG00000783.html,2026-08-27
343072,広島県,熊野町,読めた,,Ⅰ,A1,,Ⅰ,B1,熊野町障害者控除対象者認定実施要綱,2008-12-26,2017-10-17,https://www.town.kumano.lg.jp/section/reiki/reiki_int/reiki_honbun/m317RG00000398.html,2026-08-27
343684,広島県,安芸太田町,読めた,,,A1,,,B1,安芸太田町障害者控除対象者認定書交付要綱,2006-12-25,2020-06-25,http://www.akiota.jp/reiki/H418902500077/H418902500077_j.html,2026-08-27
343692,広島県,北広島町,読めた(本文の文章から),,Ⅰ,C1,,,,老齢者における障害者控除対象者認定事務取扱要綱,2008-11-07,2008-11-07,https://www.town.kitahiroshima.lg.jp/rw-data/reiki_int/reiki_honbun/u303RG00000527.html,2026-08-27
352152,山口県,周南市,読めた,,,A1,,M,B1,周南市障害者控除対象者認定に関する取扱要綱,2007-03-23,2023-02-10,https://en3-jg.d1-law.com/shunan/d1w_reiki/H419902600009/H419902600009_j.html,2026-08-27
362026,徳島県,鳴門市,読めた,要介護1,Ⅱa,A1,要介護4,Ⅲa,,鳴門市障害者控除対象者認定に関する要綱,2007-12-20,2025-03-31,https://www.city.naruto.tokushima.jp/contents/reiki_int/reiki_honbun/o003RG00000804.html,2026-08-27
362042,徳島県,阿南市,基準表が本文に無い,,,,,,,阿南市個人番号の利用及び特定個人情報の提供に関する条例,2015-12-25,2025-06-24,https://www1.g-reiki.net/anan/reiki_honbun/o005RG00000891.html,2026-08-27
362077,徳島県,美馬市,読めた,,Ⅱa,A1,,,B1,美馬市障害者控除対象者認定要綱,2010-12-01,2021-08-01,https://www.city.mima.lg.jp/reiki_int/reiki_honbun/r096RG00000797.html,2026-08-27
363413,徳島県,石井町,読めた,,Ⅱa,A1,,Ⅲa,,石井町介護保険要介護認定者に対する障害者控除対象者に準ずる認定に関する要綱,2008-10-28,2025-12-26,https://www.town.ishii.lg.jp/reiki/reiki_honbun/o009RG00000414.html,2026-08-27
363685,徳島県,那賀町,読めた(本文の文章から),,,,要介護1,,,那賀町介護保険要介護認定者に対する障害者控除対象者に準ずる認定に関する要綱,2007-01-04,2007-01-04,https://www1.g-reiki.net/town.tokushima-naka/reiki_honbun/r093RG00000447.html,2026-08-27
363871,徳島県,美波町,読めた(本文の文章から),,,,要介護1,Ⅲa,B1,美波町介護保険要介護認定者に対する障害者控除対象者に準ずる認定に関する要綱,2013-01-01,2022-03-18,https://www.town.minami.lg.jp/reiki_int/reiki_honbun/r258RG00000530.html,2026-08-27
364029,徳島県,北島町,読めた,,Ⅱa,A1,,Ⅲa,,北島町高齢者の障害者控除対象者の認定書発行に関する要綱,2011-07-25,2019-04-26,https://www.town.kitajima.lg.jp/reiki/reiki_honbun/o025RG00000409.html,2026-08-27
364045,徳島県,板野町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅲa,,板野町障害者控除対象者認定に関する要綱,2013-11-13,2016-03-24,http://ns.town.itano.tokushima.jp/reiki/reiki_honbun/h900RG00000480.html,2026-08-27
364894,徳島県,東みよし町,読めた,要介護4,,B1,要介護4,Ⅳ,,東みよし町高齢者の特別障害者控除対象者認定事務取扱要綱,2012-01-25,2012-01-25,https://www.town.higashimiyoshi.lg.jp/reiki/reiki_honbun/r259RG00000470.html,2026-08-27
372021,香川県,丸亀市,基準表が本文に無い,,,,,,,丸亀市障害者控除対象者認定要綱,2009-03-25,2022-02-08,https://lg.joureikun.jp/marugame_city/reiki/act/110000784.html,2026-08-27
372030,香川県,坂出市,読めた,,,B1,,,C1,坂出市障害者控除対象者認定要綱,2011-12-01,2016-01-13,https://en3-jg.d1-law.com/sakaide/d1w_reiki/H423902600101/H423902600101_j.html,2026-08-27
372056,香川県,観音寺市,表が読めない,,,,,,,観音寺市障害者控除対象者認定書交付事務取扱要綱,2006-12-19,2020-12-24,https://www.city.kanonji.kagawa.jp/d1w_reiki/H418902500123/H418902500123_j.html,2026-08-27
372064,香川県,さぬき市,基準表が本文に無い,,,,,,,さぬき市老齢者に係る所得税法及び地方税法上の障害者認定に関する取扱要綱,2003-01-15,2022-03-31,https://www.city.sanuki.lg.jp/section/reiki_int/reiki_honbun/o111RG00000916.html,2026-08-27
372072,香川県,東かがわ市,読めた,要介護2,,,要介護4,,,東かがわ市高齢者の障害者控除対象者認定書交付事務取扱要綱,2008-04-01,2023-03-31,https://en3-jg.d1-law.com/higashikagawa/d1w_reiki/H420902500050/H420902500050_j.html,2026-08-27
373222,香川県,土庄町,読めた,要介護1,Ⅱa,B1,要介護4,,,土庄町障害者控除認定実施要綱,2023-12-27,2024-12-19,https://www.town.tonosho.kagawa.jp/section/reiki_int/reiki_honbun/o116RG00001021.html,2026-08-27
373648,香川県,直島町,読めた(別表から),要介護1,Ⅲa,A2,,,,直島町障害者控除対象者認定要綱,2012-03-01,2019-03-29,http://www.town.naoshima.lg.jp/reiki_int/reiki_honbun/o124RG00000319.html,2026-08-27
373877,香川県,綾川町,読めた,,Ⅱa,,,Ⅳ,B1,綾川町障害者控除対象者認定要綱,2015-11-01,2021-03-31,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00000718.html,2026-08-27
374041,香川県,多度津町,読めた(別表から),要介護1,,,,,,多度津町地域活動支援センター事業実施要綱,2006-09-27,2024-07-31,https://www1.g-reiki.net/town.tadotsu/reiki_honbun/o134RG00000666.html,2026-08-27
374067,香川県,まんのう町,基準表が本文に無い,,,,,,,まんのう町障害者控除対象者認定要綱,2013-01-01,2022-04-01,https://www1.g-reiki.net/town.manno/reiki_honbun/r261RG00000572.html,2026-08-27
382159,愛媛県,東温市,読めた,,Ⅰ,J1,,,B1,東温市障害者控除対象者認定事務取扱基準,2026-03-27,2026-03-27,https://www1.g-reiki.net/city.toon.ehime/reiki_honbun/r033RG00001234.html,2026-08-27
383562,愛媛県,上島町,読めた,,Ⅰ,J1,,,B1,上島町障害者控除対象者認定に関する要綱,2024-03-06,2024-03-06,https://www.town.kamijima.lg.jp/reiki_int/reiki_honbun/r034RG00001023.html,2026-08-27
384224,愛媛県,内子町,基準表が本文に無い,,,,,,,内子町における６５歳以上の者への障害者控除対象者認定書の交付に関する要綱,2006-12-01,2025-03-27,https://www1.g-reiki.net/town.uchiko/reiki_honbun/r062RG00000708.html,2026-08-27
384844,愛媛県,松野町,読めた,,Ⅱa,B1,,Ⅳ,,松野町障害者控除対象者認定書交付要綱,2008-12-26,2022-05-18,https://www1.g-reiki.net/town.matsuno.ehime/reiki_honbun/o264RG00000516.html,2026-08-27
385069,愛媛県,愛南町,読めた,要介護3,,A1,要介護3,Ⅱa,,愛南町障害者控除対象者の認定に関する要綱,2026-03-02,2026-03-02,https://en3-jg.d1-law.com/ainan/d1w_reiki/H508902500015/H508902500015_j.html,2026-08-27
392111,高知県,香南市,基準表が本文に無い,,,,,,,香南市障害者控除対象者認定事務の処理に関する要綱,2007-02-19,2022-03-25,https://www.city.kochi-konan.lg.jp/section/reiki_int/reiki_honbun/r254RG00001000.html,2026-08-27
393011,高知県,東洋町,読めた,,Ⅱa,A1,,,B1,東洋町障害者控除対象者認定要綱,2010-12-15,2024-03-15,http://web.town.toyo.kochi.jp/joho/reiki_int/reiki_honbun/g900RG00000471.html,2026-08-27
393444,高知県,大豊町,基準表が本文に無い,,,,,,,大豊町要介護認定者の障害者控除対象者の認定に関する要綱,2010-01-01,2010-01-01,https://en3-jg.d1-law.com/otoyo/d1w_reiki/H422902600001.001/H422902600001.001_j.html,2026-08-27
393631,高知県,土佐町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅱa,,土佐町要介護認定者に係る障害者控除対象者認定書交付要綱,2012-12-03,2012-12-03,http://www.town.tosa.kochi.jp/reiki/H424902200065/H424902200065_j.html,2026-08-27
393878,高知県,仁淀川町,基準表が本文に無い,,,,,,,障害者控除の対象となる介護認定者の事務処理要領,2017-12-27,2025-09-01,https://www.town.niyodogawa.lg.jp/reiki/reiki_honbun/r191RG00000676.html,2026-08-27
401005,福岡県,北九州市,基準が読み取れない,,,,,,,,,,https://www.city.kitakyushu.lg.jp/contents/924_10966.html,2026-08-27
401307,福岡県,福岡市,基準が読み取れない,,,,,,,,,,https://www.city.fukuoka.lg.jp/fukushi/oldage-welfare/health/4-010103-2.html,2026-08-27
402036,福岡県,久留米市,基準表が本文に無い,,,,,,,久留米市公印規則,1953-12-15,2026-03-10,http://www1.city.kurume.fukuoka.jp/reiki_int/reiki_honbun/q005RG00000107.html,2026-08-27
402052,福岡県,飯塚市,読めた,,Ⅱa,A2,,Ⅲa,,飯塚市障がい者控除対象者認定要綱,2012-04-11,2026-03-26,https://www1.g-reiki.net/city.iizuka/reiki_honbun/r320RG00001345.html,2026-08-27
402079,福岡県,柳川市,読めた,,Ⅱa,B1,,Ⅲa,,柳川市障害者控除対象者認定要綱,2007-12-17,2023-12-25,https://www.city.yanagawa.fukuoka.jp/reiki_int/reiki_honbun/r203RG00000849.html,2026-08-27
402109,福岡県,八女市,基準表が本文に無い,,,,,,,八女市事務決裁規程,2003-03-28,2026-03-31,https://www.city.yame.fukuoka.jp/section/reiki/reiki_honbun/q012RG00000063.html,2026-08-27
402141,福岡県,豊前市,読めた,,Ⅱb,A2,,Ⅲa,,豊前市高齢者に係る障害者控除対象者認定書交付事務処理要綱,2007-03-30,2016-12-21,https://en3-jg.d1-law.com/buzen/d1w_reiki/H419902500038/H419902500038_j.html,2026-08-27
402273,福岡県,嘉麻市,読めた,要介護2,Ⅲa,B1,要介護4,Ⅳ,C1,嘉麻市障がい者控除対象者認定規程,2020-12-15,2020-12-15,https://www1.g-reiki.net/city.kama/reiki_honbun/r396RG00001279.html,2026-08-27
402290,福岡県,みやま市,読めた,,Ⅱa,A1,,Ⅳ,,みやま市障害者控除対象者認定事務処理要領,2008-12-01,2021-11-01,https://www1.g-reiki.net/city.miyama/reiki_honbun/r377RG00000633.html,2026-08-27
403059,福岡県,那珂川市,読めた(別表から),,,,要支援1,,,老齢者における障害者控除認定基準取扱い要領,2006-12-01,2018-06-27,https://www1.g-reiki.net/city.nakagawa/reiki_honbun/r410RG00000716.html,2026-08-27
403415,福岡県,宇美町,読めた,要介護1,,,要介護4,,C1,宇美町障害者控除対象者認定に関する事務取扱要綱,2013-11-15,2023-02-08,http://public.joureikun.jp/umi_town/reiki/act/110000719.html,2026-08-27
403423,福岡県,篠栗町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅳ,,篠栗町高齢者の障害者控除対象者認定に関する事務取扱要綱,2007-12-25,2021-03-23,https://www1.g-reiki.net/town.sasaguri/reiki_honbun/q028RG00000477.html,2026-08-27
403440,福岡県,須恵町,要確認(順序が逆転),要介護4,,,要介護1,,,須恵町要介護認定による障害者控除認定要綱,2007-12-15,2022-04-01,https://www1.g-reiki.net/sue/reiki_honbun/q030RG00000494.html,2026-08-27
403482,福岡県,久山町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅱa,,久山町高齢者の障害者控除対象者認定に関する事務取扱要綱,2018-01-17,2021-04-22,https://www1.g-reiki.net/town.hisayama/reiki_honbun/q032RG00000674.html,2026-08-27
403491,福岡県,粕屋町,基準表が本文に無い,,,,,,,粕屋町高齢者の障害者控除対象者認定書交付事務に関する要綱,2007-11-22,2022-02-17,https://public1.legalcrud.com/kasuya_town/reiki/act/110000569.html,2026-08-27
405442,福岡県,広川町,読めた,,,A1,,Ⅳ,,広川町高齢者の所得税法施行令等に基づく障害者控除対象者の認定に関する取扱規程,2006-12-04,2022-03-30,https://www1.g-reiki.net/town.hirokawa.fukuoka/reiki_honbun/q073RG00000475.html,2026-08-27
406015,福岡県,香春町,読めた,要介護3,Ⅲa,B1,要介護5,Ⅳ,,香春町高齢者における障がい者控除対象者認定書交付要綱,2009-01-23,2022-07-04,https://www1.g-reiki.net/kawara/reiki_honbun/q081RG00000531.html,2026-08-27
406058,福岡県,川崎町,読めた,要介護3,Ⅲa,B1,要介護5,Ⅳ,,川崎町高齢者における障害者控除対象者認定書交付要綱,2008-12-01,2008-12-01,https://www.town-kawasaki.com/reiki_int/reiki_honbun/q085RG00000431.html,2026-08-27
406091,福岡県,赤村,読めた,要介護3,Ⅲa,B1,要介護5,Ⅳ,,赤村高齢者における障がい者控除対象者認定書交付取扱い要綱,2008-04-01,2023-02-01,http://www.akamura.net/reiki/reiki_honbun/q089RG00000434.html,2026-08-27
406104,福岡県,福智町,読めた,要介護3,Ⅲa,B1,要介護4,Ⅳ,,福智町老齢者における障害者控除対象者認定書交付取扱い要領,2008-10-30,2023-03-10,https://www1.g-reiki.net/fukuchi/reiki_honbun/r318RG00000459.html,2026-08-27
406210,福岡県,苅田町,読めた,,,A1,,Ⅳ,,苅田町における老齢者の障害者控除対象者の認定に関する取扱規程,2006-06-27,2006-06-27,https://www1.g-reiki.net/town.kanda/reiki_honbun/q090RG00000403.html,2026-08-27
406252,福岡県,みやこ町,読めた,,,A1,,Ⅳ,,みやこ町における老齢者の障害者控除対象者の認定に関する取扱規程,2006-12-28,2017-03-24,https://www1.g-reiki.net/town.miyako/reiki_honbun/r319RG00000573.html,2026-08-27
406473,福岡県,築上町,読めた,,Ⅱb,A2,,Ⅲa,,築上町高齢者に係る障害者控除対象者認定書交付事務処理要綱,2021-05-21,2024-04-01,https://en3-jg.d1-law.com/chikujo/d1w_reiki/H503902500044/H503902500044_j.html,2026-08-27
412091,佐賀県,嬉野市,読めた,,Ⅲa,,,Ⅳ,,嬉野市障害者控除対象者認定実施要綱,2006-12-25,2016-03-31,https://www1.g-reiki.net/city.ureshino/reiki_honbun/r277RG00000690.html,2026-08-27
412104,佐賀県,神埼市,読めた,,Ⅲa,B1,,Ⅳ,,神埼市障害者控除対象者認定事務取扱要綱,2008-01-01,2021-02-25,https://www.city.kanzaki.saga.jp/reiki_int/reiki_honbun/r305RG00000556.html,2026-08-27
413411,佐賀県,基山町,要確認(順序が逆転),,Ⅲa,B1,,Ⅳ,A1,基山町障害者控除対象者認定実施要綱,2008-09-30,2020-09-16,https://www.town.kiyama.lg.jp/static/reiki/H420902500103/H420902500103_j.html,2026-08-27
414018,佐賀県,有田町,読めた(本文の文章から),,Ⅲa,B1,,Ⅳ,C1,有田町障害者控除対象者認定事務取扱要綱,2016-01-29,2024-03-29,http://www.town.arita.lg.jp/reiki_int/reiki_honbun/r306RG00000822.html,2026-08-27
414417,佐賀県,太良町,読めた(本文の文章から),,Ⅱa,,,Ⅳ,C1,太良町障害者控除対象者認定に関する要綱,2019-12-13,2024-03-19,https://www1.g-reiki.net/town.tara/reiki_honbun/q248RG00000958.html,2026-08-27
422096,長崎県,対馬市,読めた,,Ⅱa,A1,,Ⅳ,,対馬市障害者控除対象者認定事務取扱要綱,2009-11-25,2024-03-22,https://www.city.tsushima.nagasaki.jp/section/reiki_int/reiki_honbun/r013RG00000829.html,2026-08-27
422100,長崎県,壱岐市,読めた,,Ⅲa,B1,,Ⅳ,,壱岐市障害者控除対象者認定事務取扱要綱,2010-07-01,2016-04-01,https://www.city.iki.nagasaki.jp/section/reiki/reiki_honbun/r014RG00000954.html,2026-08-27
422126,長崎県,西海市,読めた,,Ⅲa,B1,,Ⅳ,C1,西海市障害者控除対象者認定事務取扱要綱,2009-02-12,2016-03-18,https://en3-jg.d1-law.com/saikai/d1w_reiki/H421902500002/H421902500002_j.html,2026-08-27
423076,長崎県,長与町,読めた(本文の文章から),要介護1,,,,,,長与町障害者控除対象者認定及び認定証明書交付に関する規則,2007-12-28,2021-10-22,https://webtown.nagayo.jp/reiki/reiki_honbun/q316RG00000542.html,2026-08-27
423084,長崎県,時津町,基準表が本文に無い,,,,,,,時津町障害者控除対象者認定要綱,2008-12-26,2024-02-16,https://www1.g-reiki.net/town.togitsu/reiki_honbun/q317RG00000677.html,2026-08-27
423211,長崎県,東彼杵町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅱa,,東彼杵町要介護認定者に係る障害者控除対象者に準ずる認定要綱,2012-11-19,2023-03-31,https://www.town.higashisonogi.lg.jp/section/reiki_int/reiki_honbun/q325RG00000418.html,2026-08-27
423220,長崎県,川棚町,読めた,要介護1,Ⅱa,A1,要介護4,Ⅱa,,川棚町要介護認定者に係る障害者控除対象者に準ずる認定要綱,2012-11-26,2022-03-01,https://www1.g-reiki.net/kawatana/reiki_honbun/q326RG00000506.html,2026-08-27
431001,熊本県,熊本市,判定ランクを公表していない,,,,,,,,,,https://www.city.kumamoto.jp/kiji0031779/index.html,2026-08-27
432024,熊本県,八代市,読めた,,Ⅱa,A1,,Ⅳ,A1,八代市障害者控除対象者認定事務取扱要綱,2007-02-06,2024-10-31,http://www.city.yatsushiro.lg.jp/reiki/reiki_honbun/r371RG00000914.html,2026-08-27
432032,熊本県,人吉市,読めた,,Ⅱb,B1,,Ⅳ,,人吉市障害者控除対象者認定要項,2007-12-05,2021-09-30,https://www.city.hitoyoshi.lg.jp/reiki/reiki_honbun/q404RG00000786.html,2026-08-27
432041,熊本県,荒尾市,読めた,,Ⅲa,B1,,Ⅳ,,荒尾市障害者控除対象者認定要綱,2021-12-24,2021-12-24,https://en3-jg.d1-law.com/arao-shi/d1w_reiki/H503902500145/H503902500145_j.html,2026-08-27
432105,熊本県,菊池市,読めた,,Ⅲa,B1,,Ⅳ,,菊池市障害者控除対象者認定事務取扱要綱,2006-12-01,2022-06-28,https://www1.g-reiki.net/city.kikuchi/reiki_honbun/r190RG00000761.html,2026-08-27
432113,熊本県,宇土市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,宇土市障害者控除対象者認定に関する要綱,2006-12-01,2022-04-08,https://www1.g-reiki.net/uto-city/reiki_honbun/m100RG00000900.html,2026-08-27
432121,熊本県,上天草市,表が読めない,,,,,,,上天草市障害者控除対象者認定要綱,2007-03-16,2022-03-31,https://en3-jg.d1-law.com/kamiamakusa/d1w_reiki/H419902500020/H419902500020_j.html,2026-08-27
432130,熊本県,宇城市,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,宇城市障害者控除対象者認定に関する要綱,2007-01-26,2021-03-16,https://www1.g-reiki.net/uki/reiki_honbun/r177RG00000709.html,2026-08-27
432156,熊本県,天草市,表が読めない,,,,,,,天草市障害者控除対象者認定要綱,2007-01-12,2022-03-30,http://www2.city.amakusa.kumamoto.jp/reiki/reiki_honbun/r351RG00000985.html,2026-08-27
433489,熊本県,美里町,読めた(本文の文章から),,Ⅱa,A1,,Ⅳ,B1,美里町障害者控除対象者認定に関する要綱,2012-11-20,2016-03-31,https://www.town.kumamoto-misato.lg.jp/section/reiki_int/reiki_honbun/r164RG00000653.html,2026-08-27
433641,熊本県,玉東町,読めた,,Ⅲa,B1,,Ⅳ,,玉東町障害者控除対象者認定要綱,2009-12-01,2024-11-11,https://www.town.gyokuto.kumamoto.jp/reiki/reiki_honbun/q425RG00000351.html,2026-08-27
433675,熊本県,南関町,読めた,,Ⅲa,B1,,Ⅳ,,南関町障害者控除対象者認定要綱,2009-11-30,2016-05-30,https://www1.g-reiki.net/town.nankan/reiki_honbun/q428RG00000568.html,2026-08-27
433683,熊本県,長洲町,基準表が本文に無い,,,,,,,長洲町障害者控除対象者認定要綱,2009-12-01,2009-12-01,https://public.joureikun.jp/nagasu_town/reiki/act/110000728.html,2026-08-27
433691,熊本県,和水町,読めた,,Ⅲa,B1,,Ⅳ,,和水町障害者控除対象者認定要綱,2009-12-01,2016-03-23,https://www.town.nagomi.lg.jp/nagomitown/reiki/reiki_honbun/r309RG00000551.html,2026-08-27
434043,熊本県,菊陽町,読めた,,Ⅲa,B1,,Ⅳ,,菊陽町障害者控除対象者認定事務取扱要綱,2006-12-22,2006-12-22,https://www1.g-reiki.net/kikuyo/reiki_honbun/q438RG00000679.html,2026-08-27
434281,熊本県,高森町,読めた,,Ⅲa,B1,,Ⅳ,,高森町障害者控除対象者認定事務取扱要綱,2015-01-30,2016-03-31,https://www1.g-reiki.net/takamori/reiki_honbun/r370RG00000728.html,2026-08-27
