募集回,募集区分,区市町,住宅名,募集戸数,建築年度,エレベーター,入居人数
令和7年5月,世帯向（一般募集住宅）,足立区,江北三丁目第３,1,平成18,有,３人以上
令和7年5月,世帯向（一般募集住宅）,足立区,江北二丁目第２,2,昭和63,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,花畑第５,1,昭和46,無,１～２人
令和7年5月,世帯向（一般募集住宅）,足立区,西保木間二丁目,1,平成26,有,４人以上
令和7年5月,世帯向（一般募集住宅）,足立区,西保木間二丁目第２,1,昭和43,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,西新井本町三丁目,2,平成27,有,３人以上
令和7年5月,世帯向（一般募集住宅）,足立区,西綾瀬四丁目,2,平成2,無,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,足立平野一丁目,2,昭和45,無,３人以上
令和7年5月,世帯向（一般募集住宅）,足立区,青井六丁目,1,昭和58,有,２人以上
令和7年5月,世帯向（一般募集住宅）,足立区,青井四丁目,1,昭和55,有,２人以上
令和7年8月,居室内で病死等があった住宅,足立区,千住桜木二丁目,1,昭和45,有,１人
令和7年8月,居室内で病死等があった住宅,足立区,西保木間三丁目,1,昭和45,有,１人
令和7年11月,世帯向（一般募集住宅）,三鷹市,三鷹深大寺第２,2,昭和58,無,２人以上
令和7年11月,世帯向（一般募集住宅）,三鷹市,中原四丁目第２,1,昭和48,無,２人以上
令和7年11月,世帯向（一般募集住宅）,三鷹市,中原四丁目第２,1,昭和48,有,２人以上
令和7年11月,世帯向（一般募集住宅）,世田谷区,粕谷二丁目,1,平成26,有,４人以上
令和7年11月,世帯向（一般募集住宅）,中野区,若宮二丁目,1,平成7,有,５人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目,3,平成6,有,２人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン別所一丁目第３,3,平成8,有,２人以上
令和7年11月,居室内で病死等があった住宅,八王子市,多摩ニュータウン南大沢,1,昭和56,無,１人以上
令和7年11月,居室内で病死等があった住宅,八王子市,多摩ニュータウン南大沢,1,昭和58,無,１人以上
令和7年11月,居室内で病死等があった住宅,八王子市,多摩ニュータウン南大沢,1,昭和58,無,１人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン松が谷,3,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,多摩ニュータウン鹿島,2,昭和60,無,１人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,長房,2,平成25,有,３人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,長房南,3,平成22,有,４人以上
令和7年11月,世帯向（一般募集住宅）,八王子市,長沼町,1,昭和63,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,八王子市,長沼町第２,1,平成5,有,２人以上
令和7年11月,世帯向（一般募集住宅）,国分寺市,国分寺内藤一丁目第２,1,平成3,無,２人以上
令和7年11月,世帯向（一般募集住宅）,国分寺市,国分寺内藤一丁目第４,1,平成7,無,２人以上
令和7年11月,世帯向（一般募集住宅）,国分寺市,国分寺西町五丁目,1,平成3,有,２人以上
令和7年11月,世帯向（一般募集住宅）,国立市,国立北三丁目第２,1,平成30,有,３人以上
令和7年11月,居室内で病死等があった住宅,多摩市,多摩ニュータウン愛宕,1,昭和45,無,単身
令和7年11月,居室内で病死等があった住宅,多摩市,多摩ニュータウン愛宕,1,昭和45,無,単身
令和7年11月,世帯向（一般募集住宅）,多摩市,多摩ニュータウン永山三丁目,2,平成28,有,４人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,大沼町一丁目,2,平成6,無,２人以上
令和7年11月,世帯向（一般募集住宅）,小平市,大沼町一丁目第２,1,平成6,有,２人以上
令和7年11月,世帯向（一般募集住宅）,小平市,大沼町二丁目,2,平成11,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,学園西町一丁目,1,昭和54,無,２人以上
令和7年11月,世帯向（一般募集住宅）,小平市,小川東町,1,昭和62,無,１人以上
令和7年11月,世帯向（一般募集住宅）,小平市,小川西町一丁目,1,平成3,有,２人以上
令和7年11月,世帯向（一般募集住宅）,小平市,小川西町二丁目,1,平成5,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,小川西町二丁目,1,平成2,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,小川西町四丁目,1,平成8,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,小川西町四丁目,1,平成8,有,２人以上
令和7年11月,世帯向（一般募集住宅）,小平市,小平仲町,2,昭和62,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,美園町一丁目第２,1,平成7,有,２人以上
令和7年11月,世帯向（一般募集住宅）,小金井市,小金井貫井北町三丁目第２,1,昭和62,無,３人以上
令和7年11月,世帯向（一般募集住宅）,府中市,府中北山町三丁目,5,昭和63,無,２人以上
令和7年11月,世帯向（一般募集住宅）,府中市,府中幸町二丁目第３,1,昭和59,無,２人以上
令和7年11月,世帯向（一般募集住宅）,府中市,府中栄町一丁目第３,1,昭和62,無,２人以上
令和7年11月,世帯向（一般募集住宅）,府中市,府中栄町二丁目,1,平成6,無,２人以上
令和7年11月,世帯向（一般募集住宅）,府中市,府中武蔵台二丁目第３,1,平成7,無,２人以上
令和7年11月,世帯向（一般募集住宅）,日野市,日野栄町二丁目,1,平成2,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,昭島市,昭島福島町,2,令和4,有,３人以上
令和7年11月,世帯向（一般募集住宅）,昭島市,松原町一丁目第２,1,昭和63,無,２人以上
令和7年11月,世帯向（一般募集住宅）,昭島市,美堀町二丁目,1,平成10,無,２人以上
令和7年11月,世帯向（一般募集住宅）,昭島市,美堀町二丁目,1,平成10,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東大和市,東大和向原,1,平成6,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東大和市,東大和清水二丁目,2,昭和63,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,2,平成4,有,１人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,2,平成4,有,１人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,1,平成4,無,１人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,1,令和3,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町一丁目第２,2,平成4,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,多摩湖町一丁目第２,5,令和3,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,多摩湖町一丁目第２,1,平成4,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,多摩湖町一丁目第２,2,平成4,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,多摩湖町一丁目第２,4,令和3,有,３人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,多摩湖町一丁目第２,4,令和3,有,４人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,多摩湖町四丁目,1,平成13,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,廻田町三丁目,3,平成4,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山富士見町五丁目,2,昭和58,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山富士見町五丁目,3,昭和58,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山栄町三丁目,1,昭和63,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山栄町二丁目,1,昭和61,有,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山栄町二丁目,2,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,東村山栄町二丁目第３,3,昭和62,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,東村山萩山町三丁目,3,昭和58,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,東村山萩山町二丁目,1,昭和50,無,２人以上
令和7年11月,居室内で病死等があった住宅,東村山市,東村山萩山町二丁目,1,昭和56,無,１人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,秋津町一丁目第２,2,平成8,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,秋津町一丁目第２,1,平成8,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,美住町一丁目,3,昭和60,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,美住町一丁目第２,3,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,東村山市,美住町一丁目第３,3,平成8,有,２人以上
令和7年11月,世帯向（一般募集住宅）,板橋区,西台一丁目,2,平成17,有,３人以上
令和7年11月,世帯向（一般募集住宅）,武蔵野市,武蔵野緑町二丁目第３,1,平成19,有,３人以上
令和7年11月,世帯向（一般募集住宅）,江戸川区,小松川三丁目,1,昭和61,有,２人以上
令和7年11月,世帯向（一般募集住宅）,江戸川区,西瑞江四丁目第３,1,平成24,有,３人以上
令和7年11月,世帯向（一般募集住宅）,江戸川区,西瑞江四丁目第３,1,平成24,有,４人以上
令和7年11月,世帯向（一般募集住宅）,江東区,東雲一丁目,1,平成2,無,２人以上
令和7年11月,居室内で病死等があった住宅,江東区,東雲一丁目,1,昭和44,有,１人以上
令和7年11月,居室内で病死等があった住宅,江東区,東雲二丁目,1,昭和50,有,１人以上
令和7年11月,世帯向（一般募集住宅）,江東区,枝川一丁目,1,昭和47,有,３人以上
令和7年11月,世帯向（一般募集住宅）,江東区,潮見一丁目,1,平成9,有,５人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,松山一丁目,2,昭和57,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,清瀬市,松山一丁目第２,1,昭和57,無,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,松山三丁目第２,2,昭和53,無,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,松山二丁目,1,昭和55,無,１人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,松山二丁目,2,昭和55,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,清瀬市,松山二丁目,1,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬元町二丁目,2,昭和55,無,２人以上
令和7年11月,居室内で病死等があった住宅,清瀬市,清瀬元町二丁目第２,1,昭和55,無,１人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘一丁目,2,昭和57,無,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘一丁目,2,平成3,有,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘三丁目第２,2,平成7,有,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘二丁目,2,平成6,有,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘二丁目,2,平成6,有,２人以上
令和7年11月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘二丁目,1,平成6,無,２人以上
令和7年11月,居室内で病死等があった住宅,清瀬市,清瀬竹丘二丁目,1,昭和60,有,１人以上
令和7年11月,居室内で病死等があった住宅,清瀬市,野塩五丁目,1,昭和54,無,１人以上
令和7年11月,居室内で病死等があった住宅,町田市,成瀬,1,昭和53,有,１人以上
令和7年11月,居室内で病死等があった住宅,町田市,木曽森野第１,1,平成4,無,１人以上
令和7年11月,世帯向（一般募集住宅）,町田市,森野六丁目,1,平成5,無,２人以上
令和7年11月,世帯向（一般募集住宅）,町田市,金森第４,3,昭和58,有,２人以上
令和7年11月,世帯向（一般募集住宅）,立川市,上砂町一丁目,1,平成5,無,２人以上
令和7年11月,世帯向（一般募集住宅）,立川市,上砂町一丁目,2,平成5,無,２人以上
令和7年11月,世帯向（一般募集住宅）,立川市,柏町一丁目,1,昭和63,無,２人以上
令和7年11月,世帯向（一般募集住宅）,立川市,立川富士見町一丁目第３,1,平成10,有,４人以上
令和7年11月,世帯向（一般募集住宅）,立川市,立川富士見町四丁目,2,平成6,無,３人以上
令和7年11月,世帯向（一般募集住宅）,立川市,立川富士見町四丁目,1,平成6,無,４人以上
令和7年11月,世帯向（一般募集住宅）,立川市,立川幸町二丁目第３,1,昭和60,有,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,上石神井四丁目,1,平成24,有,４人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,南大泉一丁目,1,平成4,無,３人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,練馬区,南大泉一丁目,1,平成4,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,早宮一丁目,1,昭和59,有,３人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,旭町二丁目第３,1,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,石神井町二丁目,1,昭和63,無,３人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬春日町五丁目第２,1,昭和52,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町一丁目,2,昭和51,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町一丁目第２,3,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第２,3,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第４,1,昭和62,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,練馬区,練馬関町北三丁目第５,1,平成3,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町北三丁目第６,1,平成3,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,練馬関町北四丁目第３,1,平成7,無,２人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,谷原三丁目,1,平成7,無,３人以上
令和7年11月,世帯向（一般募集住宅）,練馬区,豊玉中一丁目第２,1,昭和53,無,２人以上
令和7年11月,居室内で病死等があった住宅,葛飾区,亀有一丁目,1,昭和52,無,１人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第２,1,昭和52,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,亀有二丁目第７,1,昭和59,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第２,2,昭和61,無,２人以上
令和7年11月,居室内で病死等があった住宅,葛飾区,南水元一丁目第２,1,昭和60,有,１人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第３,1,平成6,有,３人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第５,1,平成9,有,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,南水元一丁目第６,1,平成13,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,葛飾区,東堀切三丁目,1,昭和59,無,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,葛飾区,柴又一丁目第２,1,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,白鳥三丁目第２,2,昭和57,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有一丁目,1,平成24,有,３人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有一丁目,1,平成24,有,４人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有三丁目,1,昭和57,有,２人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,葛飾区,西亀有三丁目,1,昭和57,有,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有三丁目第３,3,昭和58,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１３,1,昭和60,有,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１５,1,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１６,1,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１７,2,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１８,1,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１８,2,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第１９,2,昭和61,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第３,1,昭和61,無,３人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第４,1,昭和56,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第６,1,昭和56,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第８,1,昭和58,無,２人以上
令和7年11月,世帯向（一般募集住宅）,葛飾区,金町一丁目第２,1,昭和59,有,２人以上
令和7年11月,世帯向（一般募集住宅）,調布市,佐須町,1,昭和57,無,２人以上
令和7年11月,世帯向（一般募集住宅）,調布市,染地一丁目,1,昭和54,無,２人以上
令和7年11月,世帯向（一般募集住宅）,調布市,調布柴崎一丁目,2,昭和55,無,３人以上
令和7年11月,世帯向（一般募集住宅）,調布市,調布深大寺町,1,昭和55,無,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,中川二丁目,1,昭和51,無,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,保木間四丁目,1,昭和59,無,３人以上
令和7年11月,世帯向（一般募集住宅）,足立区,六月二丁目,1,昭和51,有,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,平野三丁目第２,1,昭和51,無,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,扇三丁目第２,1,平成22,有,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,扇三丁目第２,1,平成24,有,４人以上
令和7年11月,世帯向（一般募集住宅）,足立区,神明一丁目,1,昭和59,無,２人以上
令和7年11月,世帯向（一般募集住宅）,足立区,神明一丁目,1,昭和59,無,３人以上
令和7年11月,世帯向（一般募集住宅）,足立区,神明一丁目第２,1,昭和61,無,３人以上
令和7年11月,居室内で病死等があった住宅,足立区,西保木間四丁目,1,昭和43,無,１人以上
令和7年11月,世帯向（一般募集住宅）,足立区,足立中央本町五丁目,2,昭和51,有,２人以上
令和7年11月,居室内で病死等があった住宅,足立区,足立加賀二丁目,1,昭和53,有,１人以上
令和7年11月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,青井五丁目,1,昭和52,有,２人以上
令和7年11月,居室内で病死等があった住宅,足立区,鹿浜五丁目,1,昭和46,有,１人以上
令和7年11月,居室内で病死等があった住宅,足立区,鹿浜五丁目,1,昭和46,有,１人以上
令和7年11月,居室内で病死等があった住宅,足立区,鹿浜五丁目,1,昭和46,有,１人以上
令和8年2月,居室内で病死等があった住宅,昭島市,拝島町三丁目,1,平成14,有,２人以上
令和8年2月,居室内で病死等があった住宅,東大和市,東大和清水二丁目,1,昭和63,無,２人以上
令和8年2月,居室内で病死等があった住宅,清瀬市,中清戸四丁目,1,平成13,有,２人以上
令和8年2月,居室内で病死等があった住宅,瑞穂町,瑞穂,1,平成10,有,２人以上
令和8年2月,居室内で病死等があった住宅,町田市,山崎町第２,1,昭和63,無,１人
令和8年2月,居室内で病死等があった住宅,町田市,金森第８,1,平成5,有,２人以上
令和8年5月,世帯向（一般募集住宅）,三鷹市,上連雀九丁目,3,昭和51,無,２人以上
令和8年5月,世帯向（一般募集住宅）,三鷹市,中原四丁目第２,2,昭和48,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,世田谷区,弦巻五丁目第２,2,昭和57,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,世田谷区,桜一丁目第２,1,昭和50,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,世田谷区,玉川台一丁目,1,昭和57,無,２人以上
令和8年5月,世帯向（一般募集住宅）,八王子市,長房,1,平成25,有,２人以上
令和8年5月,世帯向（一般募集住宅）,八王子市,長房東,1,平成25,有,３人以上
令和8年5月,世帯向（一般募集住宅）,八王子市,長房西,1,昭和51,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,八王子市,長沼町,2,昭和63,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,国分寺市,戸倉四丁目,1,平成2,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,国分寺市,泉町三丁目,2,昭和59,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,上水南町一丁目,1,平成2,無,２人以上
令和8年5月,世帯向（一般募集住宅）,小平市,小川町一丁目,2,昭和63,有,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,小平市,津田町三丁目,1,平成6,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,府中市,府中南町,4,平成2,有,２人以上
令和8年5月,世帯向（一般募集住宅）,府中市,府中栄町一丁目,6,昭和52,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,府中市,府中武蔵台三丁目,1,昭和62,無,２人以上
令和8年5月,世帯向（一般募集住宅）,府中市,府中西原町二丁目,1,昭和62,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,昭島市,中神第３,1,平成24,有,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,昭島市,美堀町二丁目,2,平成10,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,東村山市,美住町一丁目第３,2,平成8,有,２人以上
令和8年5月,世帯向（一般募集住宅）,武蔵野市,吉祥寺北町五丁目,1,昭和48,無,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,江東区,枝川一丁目第３,1,平成11,有,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,江東区,潮見一丁目,1,平成9,有,２人以上
令和8年5月,世帯向（一般募集住宅）,清瀬市,松山三丁目,1,昭和53,無,１人以上
令和8年5月,世帯向（一般募集住宅）,清瀬市,清瀬竹丘一丁目,3,昭和57,無,１人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,清瀬市,清瀬竹丘一丁目,1,平成3,有,２人以上
令和8年5月,居室内で病死等があった住宅,清瀬市,清瀬竹丘二丁目,1,昭和63,有,１人以上
令和8年5月,居室内で病死等があった住宅,清瀬市,清瀬竹丘二丁目,1,昭和63,有,１人以上
令和8年5月,居室内で病死等があった住宅,清瀬市,清瀬竹丘二丁目,1,昭和63,有,１人以上
令和8年5月,世帯向（一般募集住宅）,町田市,山崎町第２,1,昭和63,無,１人以上
令和8年5月,居室内で病死等があった住宅,町田市,木曽森野第１,1,昭和62,無,１人以上
令和8年5月,世帯向（一般募集住宅）,立川市,上砂町一丁目,1,平成5,無,１人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,練馬区,貫井二丁目,1,昭和56,無,２人以上
令和8年5月,居室内で病死等があった住宅,葛飾区,亀有二丁目第３,1,昭和55,無,１人以上
令和8年5月,居室内で病死等があった住宅,葛飾区,亀有二丁目第７,1,昭和59,無,１人以上
令和8年5月,世帯向（一般募集住宅）,葛飾区,堀切八丁目,2,昭和52,有,２人以上
令和8年5月,居室内で病死等があった住宅,葛飾区,西亀有二丁目第１８,1,昭和61,無,１人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,葛飾区,西亀有二丁目第１９,1,昭和61,無,２人以上
令和8年5月,世帯向（一般募集住宅）,葛飾区,西亀有二丁目第５,1,昭和56,無,２人以上
令和8年5月,居室内で病死等があった住宅,足立区,宮城第３,1,昭和44,有,１～２人
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,島根四丁目第３,1,昭和57,有,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,扇三丁目第２,1,平成26,有,３人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,江北二丁目第２,3,昭和63,有,２人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,西新井本町三丁目,1,平成27,有,２人以上
令和8年5月,居室内で病死等があった住宅,足立区,西新井本町二丁目,1,昭和44,有,１人以上
令和8年5月,若年夫婦・子育て世帯向（定期使用住宅）,足立区,足立二丁目,1,平成3,有,２人以上
